name,phone_numbers,officialPhone,email,websites,officialWebsite,facebookLink,address_line1,address_line2,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,description,specialties,procedure,equipment,capability,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
32 Smile Station,"[""+916572222232"",""+919234436742""]",null,null,"[""https://www.justdial.com/Rourkela/Cosmetology-Hospitals/nct-15003974"",""https://www.justdial.com/Jamshedpur/32-Smile-Station-Kadma-Bina-Pani-Nursing-Home-Bistupur-Voltas-Building-Kadma/0657PX657-X657-210705114933-B3E2_BZDET""]",null,https://www.facebook.com/138308846717157,Main Road Bi Kadma,"Auto Stand, Near Binapani",Jamshedpur,Jharkhand,831005.0,India,IN,clinic,null,"Dental clinic offering RCT (Root Canal), ceramic crowns and bridges fixing, and dental braces fixing as highlighted on the listing.","[""familyMedicine"",""orthodontics"",""prosthodontics"",""dentoalveolarSurgery"",""oralAndMaxillofacialSurgery"",""dentistry"",""endodontics""]","[""Offers dental braces fixing"",""Offers root canal treatment (RCT)"",""Offers dental screening and prophylaxis"",""Offers ceramic crowns and bridges fixing"",""Offers dental consultation""]",[],"[""Has 22 years of experience in healthcare""]",0.0,true,null,null,null,null,22.80377388000480,86.2151641845703
32 Smile Stone Dental Clinic and impalnt center,"[""+919998272008""]",+919998272008,paresh3567@gmail.com,"[""32smilestonedentalclinic.in"",""http://32smilestonedentalclinic.in/"",""https://www.joonsquare.com/dentists/pooja-dental-care-gandhinagar"",""https://chotu.com/local/dental-clinics-in-gandhi-nagar-gujarat-gujarat-india/ct-18417645/"",""http://www.32smilestonedentalclinic.in/"",""https://www.facebook.com/212055472325130""]",32smilestonedentalclinic.in,https://www.facebook.com/212055472325130,Plot No148,"Near Rworld Theatre, Nr Honda Show Room, District Shopping Center, Chh Rd, Sector 21",Gandhinagar,Gujarat,382021.0,India,IN,dentist,private,32 Smile Stone Dental Clinic and implant center,"[""surgicalOncology"",""pediatricDentistry"",""familyMedicine"",""generalDentistry"",""craniofacialAndCleftOralMaxillofacialSurgery"",""orthodontics"",""prosthodontics"",""oncologyAndReconstructiveOralAndMaxillofacialSurgery"",""oralAndMaxillofacialSurgery"",""dentoalveolarSurgery"",""cosmeticDentistry"",""periodontics"",""endodontics"",""dentistry"",""craniomaxillofacialTraumaSurgery"",""oralPathology"",""aestheticDentistry""]","[""Performs third molar removal with minor surgery"",""Provides Tooth Coloured Filling"",""Root Canal Treatment"",""Treats cancerous lesions in the oral cavity"",""Provides pediatric dentistry"",""Offers veneers for smile enhancement"",""Silver Amalgam Restoration"",""Offers Dental Jewellery"",""Treats pyorrhea"",""Pediatric dentistry"",""Dental Jewellery"",""Third molar removal with minor surgery"",""Cancerous lesion in oral cavity"",""Tooth whitening (bleaching)"",""Offers Root Canal Treatment"",""Provides Silver Amalgam Restoration"",""Treatment of jaw fracture"",""Provides Removable Prosthesis"",""Treats jaw fractures"",""Ultrasonic scaling"",""Treatment of pyorrhea"",""Dental Implant"",""Fixed Prosthesis"",""Maxillofacial surgery"",""Removable Prosthesis"",""Provides Fixed Prosthesis"",""Provides Extraction"",""Treatment of tumors in oral cavity"",""Orthodontic Treatment"",""Offers Dental Implant"",""Provides ultrasonic scaling"",""Offers orthodontic treatment"",""Tooth Coloured Filling"",""Performs maxillofacial surgery"",""Extraction"",""Offers tooth whitening (bleaching)"",""Treats tumors in the oral cavity""]",[],"[""Dental clinic and implant center located in Gandhinagar, Gujarat"",""Operates a dental clinic and implant center"",""Dr. Chirag Pandya – Orthodontist on staff"",""Provides 24/7 emergency dental care"",""Emergency dental services available around the clock"",""Dental implant center with implant treatments offered"",""Offers 24/7 emergency dental care"",""Staffed by multiple dentists including Dr Paresh Chaudhari, Dr Chirag Pandya, Dr Ankit Patel, Dr Mitesh Patel"",""Comprehensive dental, maxillofacial, gum and aesthetic treatments under one roof"",""Dr. Ankit Patel – Oral Pathologist on staff"",""Dr. Mitesh Patel – Oral and Maxillofacial Surgeon; Head and Neck Cancer Surgeon on staff"",""Dr. Paresh Chaudhari – Dental Surgeon on staff""]",1.0,true,true,535.0,529.0,null,23.23186874389640,72.6682510375976
32 Tz Dental Care,"[""+919769301985""]",+919769301985,32tzdentalcare@gmail.com,"[""32tzdentalcare.com"",""https://www.practo.com/mumbai/clinic/32-tz-dental-care-fort-1"",""https://www.justdial.com/Mumbai/Dr-Rujit-Desai-(32-Tz-Dental-Care)-Opposite-Thomas-Cook-Wellington-Fountain-fort/022PXX22-XX22-160108115044-C4W1_BZDET"",""https://www.indiadentalclinic.com/en/clinic/32-tz-dental-care/index.htm"",""https://www.clinicspots.com/clinic/32-tz-dental-care"",""https://www.facebook.com/32tzdentalcare/"",""https://www.lybrate.com/mumbai/clinic/32-tz-dental-care-fort"",""https://www.facebook.com/1558972441015097"",""http://www.32tzdentalcare.com/""]",32tzdentalcare.com,https://www.facebook.com/1558972441015097,"29/327, Nawab Building",2nd Floor,Mumbai,Maharashtra,400001.0,India,IN,clinic,private,"Dental Clinic at Fort. We provide a wide variety of services from teeth cleaning to root canals, caps, bridges, dentures - you name it we have it. Led by Dr. Rujit Desai (M.D.S. - Prosthodontics and Implantology). We have female dentist(s) at our dental clinic.","[""familyMedicine"",""prosthodontics"",""cosmeticDentistry"",""endodontics"",""dentistry""]","[""Dental implants"",""Performs endo surgery or apicoectomy"",""Provides acrylic partial denture"",""Performs endosurgery"",""Smile Designing"",""Fits cast partial dentures"",""Provides complete/partial dentures fixing"",""Oral implants"",""Performs impaction/impacted tooth extraction"",""Teeth Whitening"",""Provides dental braces"",""Provides artificial teeth"",""Provides conservative dentistry"",""Implant bridges"",""Teeth cleaning (prophylaxis)"",""Provides teeth aligners"",""Dental crowns (caps)"",""Dentures"",""Fixes crowns and bridges"",""Dental bridges"",""Consultation"",""Root canal treatment"",""Smile Makeovers"",""Fluoride Therapy"",""Offers cosmetic/aesthetic dentistry"",""Wisdom Tooth Extraction"",""Tooth implants"",""Offers dental implant surgery"",""Implant overdenture""]","[""Autoclaves"",""Pulse Oximeters"",""Tooth Whitening System"",""Single-use Injection Needles"",""Fully Automatic Dental Chairs"",""Fully Computerized Operatories"",""Dental Photography"",""Prophy Cups and Bibs"",""Digital Imaging"",""Dental Loupes"",""Disposable Masks"",""Periapical X-rays"",""Disposable Gloves"",""Computerized patient details"",""Saliva Ejectors"",""Ultrasonic Cleaner"",""Intraoral Camera"",""Digital X-ray"",""Wi-Fi""]","[""Specializes in cosmetic/aesthetic dentistry, implantology, and prosthodontics"",""Has 1 doctor on staff: Dr. Rujit Desai, a dentist with 18 years of experience"",""Multispecialty dental clinic located in Fort, Mumbai"",""Offers dental consultation and cosmetic dentistry services"",""Multi-speciality dental clinic"",""Offers online consultation"",""Located in South Mumbai"",""Serves patients from local area, cities nearby, all over state, expats, NRIs, abroad, and dental tourists"",""Equipped with latest technologies"",""Led by Dr. Rujit Desai (M.D.S. - Prosthodontics and Implantology)"",""Based in Mumbai, India"",""Located in Fort, Mumbai"",""Provides outpatient dental services"",""Specializes in implant dentistry and prosthodontics"",""Has female dentists on staff"",""Has 1 dentist on staff: Dr. Rujit Desai"",""Dr. Rujit Desai, BDS, MDS - Prosthodontist and Crown Bridge; Implantologist; Dental Surgeon, practices at the clinic"",""Dental Tourism facility""]",3.0,true,true,1000.0,1000.0,0.0,18.93402862548820,72.8326263427734
32solutions,"[""+912172322640"",""+917498690735""]",+912172322640,kautam77@gmail.com,"[""https://www.facebook.com/1455094378127773""]",null,https://www.facebook.com/1455094378127773,"206, Gold Finch Peth","Mulay Complex, Near D.c.c.bank",Solapur,Maharashtra,413001.0,India,IN,clinic,null,Speciality dental clinic catering implant dentistry,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,17.67641830444330,75.9020767211914
3D Facial Imaging Center,"[""+912532509952""]",+912532509952,null,"[""https://in.infoaboutcompanies.com/Catalog/MH/Nashik/Medical-Imaging-Centre/3D-Facial-Imaging-Center"",""https://www.justdial.com/Nashik/3d-Facial-Imaging-Centre-Opposite-Maha-Marg-Bus-Stand-Mumbai-Naka/0253PX253-X253-150225044341-A5R5_BZDET""]",null,https://www.facebook.com/100991706207678,"Shop No. F-09, B-wing, Suyojit Trade Centre","Opp. Mahamarg Bus Stand, Mumbai Naka",Nashik,Maharashtra,422001.0,India,IN,dentist,null,Medical Diagnostic Imaging Center,"[""dentistry"",""radiology""]","[""Dental braces fixing"",""Tooth reshaping"",""Conservative dentistry"",""Teeth whitening"",""Artificial teeth implant""]",[],"[""Provides artificial teeth implants"",""Operates as a medical diagnostic imaging center in Nashik, Maharashtra, India"",""Provides teeth whitening services"",""Provides dental braces fixing"",""Dental clinic offering cosmetic and restorative dentistry"",""Provides tooth reshaping and conservative dentistry""]",0.0,true,false,null,null,null,19.98791885375970,73.7839355468750
3D Plus Maxillofacial Imaging,"[""+918989798906"",""+917697130106""]",+918989798906,medidigiton@gmail.com,"[""threedpluscbct.com"",""https://www.facebook.com/3dplusmaxillofacialimaging/"",""https://zumvu.com/3dplusmaxillofacialimaging/"",""https://www.hotfrog.in/company/a31aa24f1ee46892fcf2abbc80e3f88c/3d-plus-maxillofacial-imaging/bhopal/dental-care"",""https://www.facebook.com/145995765270465"",""https://www.freelistingindia.in/listings/3d-plus-maxillofacial-imaging-1"",""https://bharathlisting.com/listing/madhya-pradesh/bhopal/hospitals/3d-plus-maxillofacial-imaging""]",threedpluscbct.com,https://www.facebook.com/145995765270465,New Market,Beside Swarnprabha Jwellers,Bhopal,Madhya Pradesh,462003.0,India,IN,hospital,private,We specialize in Maxillofacial Imaging and analysis and 3D printing for Medical usage.,"[""radiology"",""familyMedicine"",""internalMedicine"",""oralAndMaxillofacialSurgery"",""dentistry""]","[""Performs skull view X-ray imaging"",""Uses modern 3D imaging technology for dental and maxillofacial imaging"",""Provides CBCT imaging for dental and maxillofacial planning"",""Supports implant planning imaging"",""Performs TMJ imaging"",""Offers TMJ imaging"",""Provides OPG panoramic X-ray imaging"",""Offers OPG X-ray"",""Offers Cephalogram"",""Supports orthodontic evaluation with imaging"",""Performs sinus and airway analysis imaging"",""Provides sinus and airway analysis"",""Performs CBCT scans for maxillofacial imaging"",""Offers Skull View X-ray"",""Performs Cephalometric skull X-ray imaging"",""Performs Panoramic dental X-ray imaging"",""Offers panoramic dental X-ray"",""Supports dental implant planning with imaging"",""Performs OPG imaging"",""Supports orthodontic evaluation imaging"",""Offers cephalometric X-ray (Cephalometric/X-ray Ceph)"",""Performs cephalometric X-ray imaging"",""Performs Skull View X-ray imaging"",""Offers CBCT scans for dental and maxillofacial imaging"",""Performs cephalogram imaging"",""Performs panoramic dental X-ray imaging""]","[""OPG/dental panoramic X-ray system"",""CBCT scanner for dental imaging"",""Cephalometric X-ray system"",""Panoramic dental X-ray unit"",""CBCT scanner"",""CBCT scanner for maxillofacial imaging"",""Skull View X-ray unit"",""OPG X-ray unit"",""Panoramic (OPG) X-ray machine"",""Cephalometric X-ray unit""]","[""Delivers fast digital reporting"",""Fast digital reporting of imaging studies"",""Uses modern 3D imaging technology for dental and maxillofacial imaging"",""Outpatient dental and maxillofacial radiology imaging center"",""Low-radiation safety protocols"",""Offers OPG, Skull View X-ray, Panoramic X-ray, and Cephalometric X-ray imaging"",""Maxillofacial imaging center"",""Dental and maxillofacial imaging services"",""Offers CBCT imaging services"",""3D printing of surgical guides for dental implant surgeries"",""Dental radiology imaging services using modern 3D technology"",""Provides 3D printing for medical usage"",""Specializes in maxillofacial imaging and analysis"",""Provides low-radiation safety protocols"",""Orthodontic evaluation imaging support"",""Implant planning imaging support""]",2.0,true,true,192.0,null,null,23.23569488525390,77.4015121459961
"3E Clinic - Expertise, Experience And Ethics","[""+919871339826"",""+911141193969""]",+919871339826,amitagrawaldr@gmail.com,"[""http://3eclinic.com/"",""https://www.mappls.com/7tqa5t"",""3eclinic.com"",""https://www.facebook.com/1773461562774189""]",3eclinic.com,https://www.facebook.com/1773461562774189,"Shop No 1a/1b, Maxblis Grand Wellington","Plot No Gh 01, Sector 75",Noida,Uttar Pradesh,201307.0,India,IN,clinic,null,Comprehensive Child care clinic.,"[""pediatrics"",""familyMedicine"",""pediatricGastroenterology"",""pediatricNephrology""]",[],[],"[""Comprehensive child care clinic"",""Always open"",""Has online presence at 3eclinic.com""]",1.0,true,false,1000.0,925.0,22.0,28.57530975341790,77.3817749023437
4 Senses Clinic,"[""+916366494494""]",+916366494494,foursensesclinic@gmail.com,"[""https://www.whatclinic.com/hair-loss/india/bangalore/4-senses-clinic"",""https://www.facebook.com/104960164288861"",""foursenses.in"",""https://www.foursenses.in/""]",foursenses.in,https://www.facebook.com/104960164288861,"2446, Opp. Gundanjaneya Temple, Near More Mega Store, Kodigehalli Main Road, Sahakarnagar","Sanjeevini Nagar, Sahakarnagar",Bengaluru,Karnataka,560092.0,India,IN,clinic,null,"4 Senses is a one stop multispecialty Clinic in Sahakarnagar, Bangalore to handle all type of skin, hair, aesthetic , ear, nose throat diseases. As 4 Senses Suggests. Doctors here are specialized in treating four senses organs skin and hair, ear, nose, throat. Clinic has build with an aim to provide the best available care from illness to wellness affordable for all kind of people under one roof.","[""familyMedicine"",""otolaryngology"",""dermatology""]",[],[],"[""Offers advanced skin, hair and ENT care"",""Located in Bangalore, Karnataka, India"",""Has a website at foursenses.in""]",1.0,null,null,449.0,447.0,5.0,13.06017303466790,77.5888977050781
4N Dental Trading Company,"[""+918279966089"",""+919319138020""]",+919319138020,4ndentaltradingcompany@gmail.com,"[""https://www.promanage.biz/4-n-dental-trading-company/dental-supply-shop-in-below-central-bank-zonal-office-behind-metro-bar-restaurant-agra-11865340-profile"",""https://www.facebook.com/179687755231556"",""4ndental.com"",""https://4ndental.com/shop/""]",4ndental.com,https://www.facebook.com/179687755231556,37-g/38 Kalpnidhi,"Below Central Bank ( Zone Office), Behind Metro Bar & Restaurant, Sanjay Place",Agra,Uttar Pradesh,282002.0,India,IN,dentist,private,We offer high-quality dental services & products to keep your smile healthy & happy.,"[""radiology"",""emergencyMedicine"",""orthodontics"",""endodontics"",""dentistry""]",null,null,null,4.0,true,true,null,null,null,27.20108604431150,78.0070648193359
4th Generation Homoeopathy Clinic,"[""+919811885199""]",+919811885199,4genhomoeoclinic@gmail.com,"[""4genhomeopathy.in"",""https://www.indiainfo.net/place/dr-k-j-ahmed-sabri-4560826"",""https://www.medindia.net/directories/hospitals/4th-generation-homoeopathic-clinic-amroha-uttar-pradesh-81965.htm"",""https://www.medindia.net/directories/hospitals/uttar-pradesh/amroha/index.htm"",""https://www.facebook.com/p/4th-Generation-Homoeopathic-Clinic-100054209304579/"",""https://www.proceed.fit/clinic/4th-Generation-Homoeopathic-Clinic-AMROHA-244221"",""http://www.4thgenhomeopathy.in/"",""https://www.ohohomeopathy.com/homeopath/4th-generation-homoeopathy-clinic-guzri-mohalla-amroha.php"",""https://www.facebook.com/827223400686674""]",4genhomeopathy.in,https://www.facebook.com/827223400686674,Guzri Mohalla,Mohalla Maja Pota,Amroha,Uttar Pradesh,244221.0,India,IN,clinic,private,"Guzri Mohalla based 4th Generation Homoeopathy Clinic is a reputed homeopathy clinic run by renowned homoeopathy doctors. We treat all health problems including Hair Fall, Skin, Respiratory, Stomach Disorders, Infertility, Chronic Diseases, Psychological, Gastric Ailments, and much more. We render the best treatments in Guzri Mohalla for a host of Women and Children-related ailments as well. Contact us for a cost-effective and side-effect-free homeopathy treatment.","[""pediatrics"",""reproductiveEndocrinologyAndInfertility"",""neurology"",""preventiveMedicine"",""andrologyAndMaleFertility"",""dermatology"",""hairAndNailDisorders"",""pulmonology"",""urology"",""familyMedicine"",""gastroenterology"",""gynecologyAndObstetrics"",""internalMedicine"",""chronicDiseasePreventionAndLifestyleMedicine"",""psychiatry"",""headacheMedicine"",""endocrinologyAndDiabetesAndMetabolism""]","[""Provides treatment for paralysis"",""Offers vaccinations."",""Provides advanced diagnostic procedures and treatment plans."",""Erectile Dysfunction Treatment"",""Provides treatment for GI diseases"",""Eczema Treatment"",""Provides routine check-ups and preventive care."",""Migraine Treatment"",""Psoriasis Treatment"",""Offers chronic disease management."",""Provides treatment for kidney stones"",""Offers health screenings."",""Skin Treatment"",""Provides treatment for warts"",""Vitiligo Treatment"",""PCOS Treatment"",""Hair Fall Treatment"",""Offers general consultations."",""Provides treatment for female disorders"",""Thyroid Treatment"",""Premature Ejaculation Treatment"",""Provides treatment for alopecia"",""Provides treatment for skin diseases"",""Sexual Health Treatment""]",[],"[""Offers alternative and holistic health services"",""Modern infrastructure with state-of-the-art facilities."",""Provides homeopathy treatment for psychological conditions"",""Located in Amroha, Uttar Pradesh (Pincode 244221)."",""Provides homeopathy treatment for respiratory disorders"",""Provides routine check-ups and preventive care."",""Accepts debit/credit cards, Paytm, Google Pay, EMI, and other payment methods"",""Operates as a homeopathy clinic"",""Provides homeopathy treatment for stomach disorders"",""Team of experienced doctors."",""Holistic approach to healthcare."",""Online appointment scheduling available."",""Provides homeopathy treatment for gastric ailments"",""Provides homeopathy treatment for skin disorders"",""Affordable and transparent services."",""Accepts cash as payment mode"",""Specialized treatments include Hair Fall, Skin, Psoriasis, Eczema, Vitiligo, PCOS, Thyroid, Migraine, Sexual Health, Erectile Dysfunction, and Premature Ejaculation"",""Provides homeopathy treatment for infertility"",""Provides homeopathy treatment for hair fall"",""Offers advanced diagnostic procedures and treatment plans."",""Homeopathy clinic offering homeopathy treatment services"",""Operates as a homeopathic clinic"",""Association Type: Non-Network."",""Provides homeopathy treatment for chronic diseases"",""Outpatient services including general consultations, chronic disease management, vaccinations, and health screenings.""]",9.0,false,true,68.0,69.0,null,28.90794181823730,78.4606628417968
